wi0,wi1,wi2,wi3,wi4,wi5,wi6,wi7,wi8,wi9,wi10,wi11,wi12,wi13,wi14,wi15,wi16,wi17,wi18,wi19,wi20,wi21,wi22,wi23,wi24,wi25,wi26,wi27,wi28,wi29,wi30,wi31,wi32,wi33,wi34,wi35,wi36,wi37,wi38,wi39,wi40,wi41,wi42,wi43,wi44,wi45,wi46,wi47,wi48,wi49,wi50,wi51,wi52,wi53,wi54,wi55,wi56,wi57,wi58,wi59,wi60,wi61,wi62,wi63,wi64,wi65,wi66,wi67,wi68,wi69,wi70,wi71,wi72,wi73,wi74,wi75,wi76,wi77,wi78,wi79,wi80
0.0,0.0,5.0,16.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,7.0,29.0,3.0,4.0,2.0,17.0,17.0,2.0,0.0,21.0,36.0,48.0,4.0,24.0,49.0,20.0,12.0,8.0,83.0,34.0,32.0,3.0,23.0,13.0,10.0,2.0,23.0,109.0,380.0,20.0,0.0,8.0,97.0,22.0,25.0,56.0,60.0,156.0,198.0,92.0,184.0,94.0,51.0,9.0,17.0,62.0,153.0,259.0,262.0,95.0,31.0,12.0,10.0,159.0,140.0,124.0,194.0,119.0,61.0,71.0,5.0,1.0,13.0,34.0,23.0,20.0,39.0,15.0,14.0,8.0
0.0,1.0,2.0,27.0,2.0,2.0,0.0,1.0,3.0,6.0,1.0,4.0,39.0,6.0,2.0,9.0,16.0,46.0,0.0,1.0,21.0,37.0,78.0,15.0,20.0,63.0,36.0,5.0,8.0,96.0,61.0,83.0,35.0,6.0,19.0,38.0,11.0,26.0,106.0,456.0,437.0,16.0,0.0,3.0,39.0,22.0,91.0,92.0,140.0,540.0,252.0,148.0,90.0,83.0,11.0,22.0,93.0,205.0,216.0,274.0,218.0,121.0,26.0,17.0,99.0,114.0,186.0,162.0,141.0,192.0,165.0,17.0,0.0,21.0,64.0,49.0,22.0,81.0,22.0,23.0,9.0
0.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,3.0,14.0,2.0,2.0,1.0,5.0,11.0,1.0,0.0,8.0,17.0,11.0,5.0,6.0,18.0,15.0,3.0,1.0,30.0,16.0,41.0,33.0,4.0,1.0,9.0,5.0,13.0,35.0,130.0,137.0,39.0,1.0,0.0,1.0,14.0,29.0,25.0,51.0,183.0,224.0,108.0,15.0,20.0,5.0,3.0,24.0,81.0,68.0,87.0,69.0,27.0,11.0,6.0,29.0,37.0,55.0,32.0,52.0,48.0,36.0,8.0,1.0,6.0,25.0,12.0,5.0,27.0,8.0,11.0,3.0
0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,0.0,1.0,3.0,5.0,5.0,12.0,9.0,1.0,0.0,1.0,4.0,7.0,34.0,38.0,16.0,22.0,0.0,0.0,2.0,5.0,5.0,12.0,48.0,39.0,42.0,10.0,3.0,1.0,1.0,14.0,12.0,24.0,24.0,12.0,9.0,5.0,1.0,3.0,5.0,10.0,11.0,8.0,15.0,15.0,1.0,0.0,3.0,6.0,6.0,0.0,8.0,3.0,2.0,2.0
0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,6.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,5.0,14.0,9.0,3.0,2.0,8.0,6.0,6.0,2.0,18.0,4.0,17.0,18.0,4.0,9.0,6.0,1.0,12.0,44.0,109.0,126.0,12.0,34.0,32.0,9.0,0.0,6.0,39.0,57.0,135.0,135.0,90.0,22.0,7.0,2.0,6.0,45.0,69.0,45.0,55.0,16.0,6.0,4.0,5.0,34.0,35.0,60.0,37.0,18.0,14.0,25.0,1.0,1.0,5.0,25.0,16.0,4.0,10.0,2.0,2.0,2.0
0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,12.0,3.0,0.0,1.0,4.0,5.0,1.0,2.0,10.0,19.0,47.0,7.0,14.0,9.0,8.0,16.0,6.0,56.0,17.0,50.0,26.0,10.0,5.0,9.0,6.0,1.0,18.0,139.0,288.0,53.0,91.0,43.0,6.0,18.0,0.0,2.0,85.0,317.0,406.0,138.0,60.0,16.0,16.0,4.0,57.0,131.0,89.0,101.0,53.0,11.0,2.0,14.0,71.0,90.0,128.0,110.0,54.0,34.0,31.0,2.0,1.0,19.0,40.0,20.0,8.0,28.0,4.0,4.0,6.0
1.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,19.0,2.0,2.0,0.0,14.0,15.0,4.0,0.0,12.0,35.0,54.0,8.0,6.0,9.0,8.0,13.0,7.0,87.0,33.0,63.0,51.0,16.0,5.0,5.0,13.0,30.0,16.0,39.0,333.0,79.0,99.0,60.0,16.0,86.0,4.0,0.0,12.0,507.0,516.0,224.0,63.0,41.0,25.0,31.0,48.0,81.0,187.0,153.0,74.0,27.0,7.0,33.0,118.0,123.0,226.0,132.0,78.0,34.0,36.0,6.0,3.0,33.0,67.0,27.0,7.0,25.0,8.0,11.0,4.0
1.0,0.0,4.0,13.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,7.0,33.0,16.0,2.0,2.0,13.0,17.0,4.0,0.0,39.0,33.0,69.0,8.0,8.0,15.0,14.0,25.0,13.0,167.0,44.0,82.0,62.0,35.0,8.0,6.0,16.0,91.0,69.0,17.0,395.0,161.0,149.0,116.0,20.0,100.0,128.0,12.0,0.0,184.0,878.0,476.0,147.0,54.0,29.0,32.0,87.0,74.0,149.0,303.0,143.0,49.0,19.0,16.0,134.0,195.0,296.0,266.0,125.0,77.0,66.0,6.0,5.0,29.0,72.0,86.0,24.0,46.0,16.0,19.0,7.0
1.0,1.0,7.0,37.0,2.0,4.0,2.0,0.0,0.0,8.0,3.0,19.0,65.0,29.0,2.0,2.0,20.0,31.0,2.0,1.0,41.0,56.0,204.0,30.0,28.0,30.0,12.0,23.0,13.0,127.0,74.0,140.0,92.0,37.0,8.0,14.0,13.0,86.0,228.0,543.0,284.0,121.0,318.0,163.0,21.0,78.0,208.0,193.0,57.0,0.0,30.0,554.0,240.0,72.0,25.0,48.0,327.0,337.0,98.0,183.0,172.0,46.0,23.0,34.0,447.0,416.0,506.0,698.0,203.0,141.0,134.0,8.0,6.0,33.0,104.0,75.0,43.0,60.0,14.0,14.0,13.0
3.0,1.0,11.0,55.0,3.0,3.0,4.0,1.0,2.0,21.0,1.0,14.0,77.0,29.0,3.0,4.0,35.0,64.0,4.0,1.0,48.0,67.0,180.0,15.0,63.0,69.0,42.0,18.0,18.0,230.0,114.0,229.0,154.0,100.0,31.0,24.0,19.0,97.0,301.0,1506.0,1042.0,62.0,208.0,307.0,45.0,121.0,301.0,307.0,459.0,25.0,0.0,48.0,393.0,182.0,43.0,55.0,348.0,666.0,279.0,163.0,183.0,136.0,39.0,30.0,451.0,420.0,605.0,697.0,409.0,293.0,260.0,15.0,5.0,43.0,138.0,141.0,49.0,202.0,34.0,37.0,14.0
1.0,1.0,5.0,35.0,0.0,3.0,1.0,1.0,3.0,13.0,2.0,8.0,60.0,16.0,1.0,0.0,14.0,41.0,3.0,3.0,26.0,39.0,95.0,19.0,26.0,55.0,29.0,11.0,7.0,104.0,64.0,107.0,106.0,90.0,25.0,36.0,10.0,43.0,136.0,647.0,774.0,143.0,79.0,91.0,45.0,53.0,111.0,129.0,300.0,602.0,58.0,0.0,20.0,187.0,13.0,22.0,200.0,401.0,319.0,150.0,30.0,60.0,63.0,16.0,119.0,186.0,310.0,291.0,233.0,252.0,276.0,8.0,5.0,19.0,83.0,73.0,26.0,106.0,42.0,36.0,13.0
0.0,1.0,3.0,10.0,1.0,2.0,1.0,0.0,2.0,10.0,2.0,4.0,38.0,9.0,2.0,1.0,14.0,13.0,1.0,0.0,14.0,18.0,45.0,6.0,15.0,30.0,12.0,4.0,6.0,60.0,33.0,64.0,30.0,42.0,16.0,6.0,5.0,31.0,69.0,345.0,345.0,110.0,86.0,17.0,19.0,27.0,65.0,59.0,104.0,394.0,448.0,29.0,0.0,8.0,7.0,22.0,87.0,157.0,140.0,240.0,84.0,31.0,27.0,10.0,45.0,92.0,120.0,136.0,113.0,165.0,124.0,13.0,8.0,14.0,51.0,32.0,12.0,62.0,18.0,11.0,5.0
0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,9.0,5.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,6.0,17.0,4.0,10.0,15.0,2.0,1.0,4.0,18.0,9.0,17.0,22.0,12.0,6.0,7.0,1.0,7.0,27.0,148.0,149.0,40.0,88.0,31.0,3.0,11.0,24.0,31.0,38.0,186.0,259.0,252.0,10.0,0.0,7.0,6.0,34.0,75.0,48.0,86.0,84.0,40.0,2.0,1.0,18.0,36.0,69.0,47.0,48.0,66.0,62.0,7.0,0.0,5.0,21.0,4.0,7.0,11.0,8.0,2.0,1.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,3.0,0.0,1.0,1.0,9.0,1.0,3.0,2.0,2.0,1.0,0.0,5.0,1.0,7.0,41.0,19.0,14.0,8.0,2.0,0.0,3.0,9.0,6.0,15.0,34.0,42.0,22.0,7.0,3.0,0.0,2.0,16.0,22.0,14.0,11.0,7.0,1.0,0.0,1.0,1.0,18.0,20.0,15.0,10.0,7.0,6.0,0.0,3.0,2.0,19.0,5.0,2.0,7.0,2.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,24.0,1.0,2.0,5.0,2.0,5.0,0.0,14.0,7.0,13.0,6.0,7.0,2.0,2.0,1.0,18.0,16.0,68.0,62.0,10.0,23.0,9.0,3.0,9.0,2.0,5.0,36.0,67.0,82.0,55.0,21.0,5.0,4.0,0.0,1.0,35.0,21.0,24.0,16.0,3.0,1.0,4.0,5.0,12.0,54.0,35.0,18.0,13.0,8.0,2.0,2.0,8.0,29.0,13.0,1.0,8.0,4.0,6.0,0.0
1.0,1.0,2.0,15.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,6.0,24.0,5.0,4.0,5.0,5.0,6.0,2.0,0.0,15.0,30.0,56.0,7.0,13.0,21.0,7.0,12.0,10.0,77.0,27.0,36.0,29.0,9.0,7.0,3.0,11.0,42.0,130.0,285.0,385.0,100.0,100.0,72.0,7.0,44.0,54.0,42.0,94.0,512.0,453.0,298.0,87.0,47.0,49.0,2.0,0.0,15.0,174.0,210.0,124.0,36.0,8.0,54.0,36.0,14.0,77.0,192.0,149.0,76.0,83.0,3.0,10.0,39.0,107.0,68.0,25.0,58.0,11.0,21.0,1.0
0.0,0.0,5.0,20.0,7.0,2.0,1.0,0.0,2.0,9.0,1.0,9.0,38.0,15.0,1.0,1.0,8.0,11.0,5.0,0.0,26.0,32.0,82.0,16.0,12.0,22.0,15.0,12.0,9.0,117.0,46.0,80.0,54.0,18.0,4.0,5.0,8.0,47.0,160.0,557.0,727.0,147.0,194.0,118.0,9.0,58.0,151.0,81.0,60.0,492.0,925.0,472.0,128.0,65.0,52.0,32.0,8.0,0.0,14.0,277.0,129.0,47.0,18.0,29.0,175.0,140.0,129.0,207.0,156.0,147.0,142.0,4.0,4.0,52.0,212.0,112.0,37.0,62.0,16.0,19.0,11.0
1.0,1.0,6.0,14.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,6.0,45.0,9.0,2.0,0.0,5.0,16.0,0.0,0.0,16.0,27.0,58.0,6.0,14.0,24.0,7.0,7.0,4.0,70.0,44.0,73.0,39.0,31.0,7.0,6.0,8.0,48.0,116.0,548.0,678.0,176.0,182.0,89.0,18.0,40.0,99.0,105.0,87.0,165.0,386.0,328.0,126.0,54.0,19.0,42.0,95.0,22.0,0.0,25.0,100.0,40.0,15.0,22.0,163.0,192.0,134.0,87.0,42.0,112.0,103.0,8.0,4.0,40.0,70.0,73.0,42.0,78.0,19.0,10.0,6.0
0.0,0.0,7.0,26.0,3.0,5.0,0.0,1.0,4.0,5.0,1.0,6.0,28.0,6.0,2.0,3.0,9.0,7.0,2.0,0.0,21.0,28.0,57.0,12.0,19.0,36.0,9.0,7.0,1.0,64.0,47.0,64.0,80.0,28.0,12.0,5.0,5.0,26.0,91.0,579.0,672.0,207.0,230.0,125.0,18.0,33.0,93.0,115.0,244.0,363.0,235.0,164.0,151.0,58.0,18.0,18.0,137.0,251.0,13.0,0.0,4.0,54.0,26.0,15.0,118.0,149.0,245.0,104.0,22.0,76.0,118.0,13.0,1.0,22.0,68.0,77.0,20.0,102.0,22.0,26.0,18.0
0.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,2.0,19.0,6.0,0.0,2.0,8.0,9.0,0.0,0.0,8.0,6.0,31.0,12.0,13.0,23.0,9.0,3.0,3.0,50.0,16.0,36.0,37.0,24.0,9.0,9.0,1.0,20.0,50.0,300.0,342.0,94.0,180.0,92.0,14.0,20.0,37.0,46.0,102.0,347.0,207.0,64.0,73.0,58.0,10.0,17.0,91.0,154.0,103.0,5.0,0.0,3.0,16.0,10.0,61.0,111.0,138.0,129.0,30.0,19.0,38.0,19.0,4.0,9.0,59.0,45.0,17.0,50.0,9.0,26.0,24.0
1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,6.0,11.0,1.0,0.0,8.0,2.0,1.0,0.0,11.0,6.0,9.0,9.0,11.0,5.0,5.0,0.0,7.0,25.0,118.0,106.0,28.0,67.0,27.0,6.0,6.0,13.0,19.0,35.0,139.0,149.0,76.0,35.0,19.0,1.0,7.0,28.0,63.0,52.0,51.0,2.0,0.0,5.0,5.0,12.0,37.0,43.0,50.0,35.0,11.0,6.0,8.0,0.0,8.0,27.0,5.0,11.0,30.0,11.0,19.0,3.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,3.0,0.0,6.0,1.0,1.0,0.0,10.0,6.0,4.0,6.0,4.0,3.0,1.0,0.0,4.0,6.0,48.0,53.0,17.0,19.0,15.0,6.0,1.0,6.0,8.0,11.0,37.0,56.0,50.0,9.0,2.0,0.0,2.0,17.0,24.0,26.0,18.0,11.0,1.0,0.0,4.0,7.0,14.0,25.0,15.0,19.0,19.0,12.0,4.0,0.0,2.0,6.0,3.0,9.0,10.0,2.0,1.0,3.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,5.0,6.0,0.0,1.0,1.0,3.0,2.0,0.0,9.0,3.0,3.0,4.0,0.0,0.0,3.0,1.0,6.0,10.0,40.0,49.0,10.0,12.0,9.0,1.0,18.0,14.0,15.0,17.0,53.0,57.0,26.0,3.0,4.0,0.0,6.0,40.0,25.0,34.0,17.0,6.0,3.0,0.0,0.0,17.0,32.0,39.0,15.0,13.0,3.0,7.0,1.0,0.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,7.0,6.0,2.0,1.0,2.0,1.0,3.0,0.0,10.0,15.0,8.0,8.0,1.0,1.0,0.0,1.0,2.0,22.0,84.0,106.0,36.0,25.0,20.0,1.0,8.0,18.0,25.0,39.0,142.0,193.0,60.0,14.0,4.0,4.0,3.0,17.0,54.0,77.0,62.0,16.0,8.0,0.0,2.0,0.0,2.0,32.0,77.0,29.0,9.0,8.0,0.0,5.0,2.0,3.0,12.0,1.0,9.0,3.0,4.0,1.0
0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,4.0,13.0,2.0,2.0,1.0,7.0,9.0,0.0,0.0,7.0,22.0,37.0,5.0,10.0,21.0,11.0,7.0,5.0,47.0,24.0,40.0,38.0,9.0,8.0,4.0,5.0,26.0,97.0,301.0,380.0,103.0,77.0,46.0,9.0,27.0,102.0,113.0,154.0,512.0,615.0,302.0,65.0,27.0,16.0,9.0,24.0,138.0,232.0,207.0,85.0,32.0,7.0,27.0,3.0,0.0,8.0,330.0,120.0,112.0,85.0,5.0,10.0,43.0,52.0,58.0,29.0,48.0,7.0,22.0,9.0
0.0,0.0,4.0,16.0,1.0,1.0,0.0,0.0,3.0,8.0,2.0,6.0,35.0,16.0,3.0,2.0,6.0,6.0,0.0,1.0,24.0,13.0,62.0,17.0,6.0,17.0,7.0,7.0,3.0,70.0,37.0,50.0,31.0,16.0,2.0,8.0,7.0,37.0,87.0,498.0,538.0,108.0,103.0,90.0,8.0,30.0,126.0,176.0,234.0,655.0,688.0,443.0,100.0,53.0,23.0,41.0,97.0,84.0,148.0,274.0,153.0,38.0,19.0,35.0,66.0,2.0,0.0,25.0,156.0,145.0,172.0,11.0,7.0,61.0,131.0,27.0,14.0,94.0,17.0,33.0,11.0
0.0,1.0,4.0,10.0,0.0,2.0,5.0,0.0,1.0,13.0,3.0,3.0,21.0,2.0,2.0,0.0,5.0,15.0,0.0,1.0,14.0,13.0,34.0,8.0,10.0,28.0,2.0,12.0,1.0,33.0,32.0,59.0,52.0,18.0,7.0,7.0,5.0,16.0,98.0,416.0,494.0,164.0,164.0,76.0,13.0,34.0,86.0,79.0,145.0,605.0,689.0,382.0,78.0,47.0,9.0,20.0,133.0,145.0,66.0,139.0,94.0,31.0,17.0,12.0,114.0,160.0,40.0,0.0,9.0,117.0,91.0,5.0,3.0,31.0,89.0,74.0,4.0,45.0,16.0,24.0,5.0
0.0,0.0,1.0,14.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,3.0,19.0,2.0,1.0,2.0,10.0,16.0,5.0,0.0,11.0,20.0,53.0,5.0,13.0,15.0,8.0,12.0,12.0,44.0,17.0,57.0,43.0,32.0,9.0,11.0,9.0,37.0,73.0,355.0,411.0,119.0,175.0,97.0,21.0,25.0,60.0,83.0,145.0,470.0,593.0,417.0,125.0,57.0,7.0,23.0,148.0,210.0,100.0,43.0,50.0,67.0,32.0,11.0,67.0,212.0,218.0,6.0,0.0,17.0,106.0,13.0,1.0,26.0,75.0,57.0,9.0,39.0,21.0,52.0,13.0
0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,23.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,9.0,9.0,35.0,5.0,7.0,15.0,6.0,2.0,2.0,27.0,11.0,24.0,21.0,12.0,10.0,5.0,2.0,11.0,32.0,243.0,195.0,87.0,112.0,51.0,5.0,10.0,31.0,24.0,61.0,247.0,342.0,308.0,150.0,51.0,3.0,16.0,66.0,134.0,91.0,89.0,23.0,14.0,19.0,10.0,39.0,81.0,131.0,90.0,7.0,0.0,0.0,12.0,3.0,25.0,58.0,43.0,13.0,58.0,2.0,11.0,20.0
0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,3.0,2.0,21.0,4.0,4.0,10.0,5.0,3.0,0.0,9.0,10.0,16.0,17.0,10.0,4.0,3.0,3.0,14.0,24.0,163.0,137.0,37.0,73.0,39.0,11.0,9.0,20.0,26.0,33.0,144.0,261.0,237.0,80.0,43.0,7.0,3.0,59.0,88.0,88.0,108.0,24.0,2.0,11.0,4.0,18.0,54.0,107.0,79.0,31.0,1.0,0.0,2.0,1.0,6.0,35.0,22.0,12.0,29.0,4.0,4.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,2.0,2.0,6.0,13.0,15.0,5.0,9.0,5.0,0.0,0.0,4.0,4.0,3.0,17.0,21.0,20.0,6.0,4.0,0.0,4.0,6.0,5.0,2.0,6.0,9.0,6.0,3.0,1.0,0.0,1.0,4.0,6.0,3.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,11.0,3.0,6.0,0.0,1.0,2.0,7.0,12.0,3.0,6.0,1.0,0.0,0.0,1.0,4.0,9.0,11.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,13.0,4.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,4.0,9.0,2.0,0.0,5.0,1.0,0.0,0.0,5.0,4.0,4.0,8.0,3.0,0.0,4.0,1.0,5.0,16.0,80.0,60.0,18.0,16.0,9.0,0.0,8.0,18.0,19.0,33.0,61.0,84.0,38.0,11.0,9.0,2.0,5.0,50.0,56.0,29.0,28.0,13.0,8.0,3.0,6.0,2.0,46.0,83.0,34.0,12.0,24.0,17.0,1.0,0.0,0.0,5.0,19.0,3.0,11.0,0.0,3.0,1.0
0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,18.0,2.0,1.0,1.0,3.0,5.0,0.0,1.0,12.0,19.0,44.0,2.0,6.0,10.0,13.0,3.0,1.0,33.0,18.0,25.0,21.0,7.0,4.0,5.0,2.0,14.0,61.0,295.0,256.0,27.0,91.0,32.0,10.0,15.0,53.0,56.0,75.0,343.0,270.0,156.0,85.0,26.0,22.0,21.0,108.0,199.0,98.0,103.0,73.0,44.0,6.0,20.0,26.0,124.0,169.0,110.0,67.0,83.0,69.0,4.0,15.0,3.0,0.0,5.0,20.0,74.0,22.0,10.0,2.0
0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,13.0,3.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,9.0,12.0,1.0,4.0,9.0,3.0,3.0,1.0,23.0,11.0,11.0,12.0,8.0,6.0,2.0,4.0,10.0,34.0,183.0,173.0,36.0,51.0,32.0,5.0,23.0,46.0,42.0,72.0,174.0,237.0,153.0,53.0,17.0,17.0,34.0,70.0,137.0,112.0,75.0,45.0,21.0,15.0,15.0,28.0,61.0,28.0,93.0,58.0,48.0,58.0,3.0,10.0,20.0,3.0,0.0,1.0,25.0,13.0,6.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,8.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,42.0,33.0,5.0,14.0,7.0,4.0,2.0,7.0,8.0,12.0,44.0,39.0,20.0,6.0,5.0,0.0,3.0,15.0,19.0,13.0,10.0,20.0,1.0,4.0,2.0,5.0,13.0,7.0,2.0,7.0,15.0,10.0,2.0,0.0,3.0,9.0,0.0,0.0,2.0,5.0,1.0,0.0
0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,16.0,2.0,5.0,0.0,2.0,7.0,1.0,0.0,5.0,12.0,19.0,7.0,7.0,12.0,8.0,2.0,1.0,23.0,9.0,20.0,23.0,11.0,2.0,4.0,4.0,14.0,24.0,167.0,180.0,37.0,76.0,33.0,14.0,13.0,31.0,26.0,56.0,230.0,232.0,205.0,78.0,28.0,1.0,12.0,51.0,97.0,91.0,158.0,73.0,26.0,3.0,5.0,22.0,76.0,92.0,56.0,43.0,73.0,54.0,4.0,1.0,23.0,72.0,34.0,1.0,0.0,1.0,14.0,5.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,7.0,1.0,0.0,1.0,2.0,7.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,3.0,6.0,3.0,3.0,3.0,2.0,0.0,3.0,13.0,39.0,41.0,11.0,26.0,10.0,3.0,2.0,4.0,6.0,9.0,30.0,53.0,40.0,28.0,9.0,0.0,1.0,9.0,12.0,15.0,28.0,26.0,7.0,4.0,2.0,2.0,12.0,19.0,20.0,12.0,2.0,5.0,2.0,0.0,7.0,11.0,8.0,4.0,2.0,0.0,0.0,2.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,4.0,1.0,5.0,2.0,4.0,0.0,0.0,3.0,3.0,10.0,27.0,26.0,5.0,15.0,14.0,0.0,1.0,4.0,4.0,11.0,42.0,48.0,46.0,17.0,5.0,1.0,2.0,9.0,15.0,14.0,27.0,26.0,5.0,3.0,1.0,1.0,16.0,17.0,24.0,17.0,14.0,3.0,1.0,0.0,1.0,7.0,4.0,2.0,13.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,8.0,5.0,3.0,3.0,1.0,0.0,4.0,5.0,41.0,27.0,5.0,17.0,8.0,1.0,0.0,4.0,12.0,22.0,22.0,37.0,29.0,11.0,4.0,1.0,2.0,8.0,16.0,9.0,24.0,25.0,6.0,4.0,2.0,6.0,11.0,7.0,15.0,17.0,24.0,10.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,5.0,1.0,0.0
