wi0,wi1,wi2,wi3,wi4,wi5,wi6,wi7,wi8,wi9,wi10,wi11,wi12,wi13,wi14,wi15,wi16,wi17,wi18,wi19,wi20,wi21,wi22,wi23,wi24,wi25,wi26,wi27,wi28,wi29,wi30,wi31,wi32,wi33,wi34,wi35,wi36,wi37,wi38,wi39,wi40,wi41,wi42,wi43,wi44,wi45,wi46,wi47,wi48,wi49,wi50,wi51,wi52,wi53,wi54,wi55,wi56,wi57,wi58,wi59,wi60,wi61,wi62,wi63,wi64,wi65,wi66,wi67,wi68,wi69,wi70,wi71,wi72,wi73,wi74,wi75,wi76,wi77,wi78,wi79,wi80,wi81,wi82,wi83,wi84,wi85,wi86,wi87,wi88,wi89,wi90,wi91,wi92,wi93,wi94,wi95,wi96,wi97,wi98,wi99
0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0,7.0,2.0,3.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,5.0,3.0,4.0,2.0,19.0,22.0,17.0,7.0,10.0,2.0,2.0,3.0,17.0,53.0,17.0,50.0,59.0,11.0,5.0,0.0,6.0,9.0,15.0,21.0,45.0,71.0,42.0,35.0,12.0,4.0,0.0,0.0,7.0,10.0,11.0,5.0,16.0,7.0,2.0,0.0,2.0,0.0,25.0,9.0,13.0,5.0,7.0,6.0,5.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,5.0,1.0,3.0,0.0
0.0,0.0,1.0,11.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,25.0,9.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,5.0,5.0,6.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,9.0,8.0,1.0,1.0,2.0,2.0,14.0,6.0,14.0,8.0,17.0,11.0,14.0,1.0,2.0,8.0,13.0,77.0,22.0,55.0,56.0,21.0,13.0,3.0,1.0,5.0,17.0,29.0,46.0,53.0,44.0,42.0,17.0,6.0,5.0,0.0,19.0,14.0,23.0,14.0,14.0,9.0,4.0,1.0,1.0,1.0,17.0,23.0,20.0,12.0,8.0,9.0,4.0,1.0,0.0,1.0,5.0,5.0,2.0,3.0,6.0,4.0,2.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,6.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,7.0,21.0,5.0,19.0,9.0,12.0,3.0,1.0,1.0,2.0,9.0,8.0,9.0,29.0,27.0,11.0,4.0,1.0,1.0,0.0,2.0,2.0,6.0,5.0,1.0,3.0,0.0,1.0,0.0,2.0,5.0,8.0,5.0,4.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0
0.0,0.0,0.0,9.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,1.0,17.0,4.0,1.0,0.0,8.0,5.0,5.0,1.0,1.0,1.0,1.0,6.0,0.0,4.0,15.0,4.0,36.0,4.0,2.0,3.0,12.0,0.0,3.0,3.0,8.0,47.0,8.0,24.0,35.0,8.0,8.0,1.0,1.0,3.0,8.0,12.0,27.0,36.0,28.0,18.0,15.0,1.0,3.0,0.0,5.0,4.0,14.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,8.0,5.0,5.0,11.0,7.0,4.0,9.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,5.0
0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,13.0,0.0,2.0,0.0,9.0,8.0,1.0,0.0,2.0,8.0,2.0,7.0,0.0,0.0,15.0,10.0,0.0,0.0,7.0,3.0,11.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,6.0,1.0,53.0,12.0,9.0,2.0,4.0,5.0,1.0,4.0,7.0,64.0,13.0,18.0,41.0,26.0,17.0,2.0,2.0,4.0,10.0,12.0,34.0,45.0,42.0,60.0,18.0,12.0,0.0,3.0,4.0,6.0,9.0,1.0,13.0,4.0,5.0,0.0,1.0,2.0,15.0,11.0,19.0,17.0,11.0,15.0,12.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,0.0,0.0
0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,5.0,0.0,1.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,22.0,12.0,15.0,2.0,1.0,2.0,0.0,0.0,2.0,24.0,5.0,7.0,25.0,13.0,5.0,0.0,1.0,1.0,5.0,2.0,11.0,17.0,30.0,11.0,13.0,5.0,0.0,0.0,4.0,2.0,8.0,6.0,3.0,8.0,5.0,0.0,0.0,1.0,5.0,7.0,3.0,4.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0
0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,14.0,4.0,3.0,9.0,4.0,1.0,0.0,0.0,4.0,12.0,3.0,8.0,14.0,5.0,8.0,0.0,1.0,1.0,5.0,3.0,6.0,18.0,8.0,6.0,6.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,7.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,10.0,2.0,23.0,6.0,11.0,0.0,2.0,2.0,0.0,1.0,22.0,47.0,8.0,13.0,23.0,5.0,1.0,2.0,4.0,4.0,19.0,8.0,15.0,25.0,20.0,13.0,3.0,1.0,1.0,3.0,12.0,9.0,7.0,5.0,5.0,0.0,2.0,1.0,7.0,1.0,13.0,8.0,5.0,8.0,7.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,5.0,2.0,0.0,5.0,0.0,1.0,0.0,6.0,1.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,7.0,4.0,2.0,4.0,0.0,3.0,0.0,3.0,35.0,9.0,20.0,30.0,11.0,4.0,1.0,6.0,1.0,21.0,16.0,27.0,28.0,19.0,16.0,5.0,0.0,0.0,2.0,15.0,4.0,12.0,6.0,5.0,2.0,4.0,1.0,2.0,3.0,7.0,18.0,3.0,5.0,4.0,8.0,9.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0
0.0,0.0,1.0,17.0,8.0,1.0,4.0,0.0,1.0,0.0,21.0,0.0,5.0,13.0,12.0,7.0,4.0,2.0,1.0,5.0,4.0,2.0,4.0,31.0,9.0,31.0,6.0,7.0,15.0,4.0,9.0,2.0,10.0,4.0,26.0,16.0,11.0,9.0,5.0,2.0,31.0,1.0,1.0,0.0,172.0,70.0,95.0,47.0,30.0,7.0,18.0,7.0,8.0,46.0,42.0,158.0,198.0,62.0,23.0,4.0,21.0,11.0,77.0,85.0,156.0,261.0,149.0,92.0,44.0,13.0,10.0,4.0,45.0,46.0,67.0,35.0,31.0,29.0,10.0,2.0,14.0,9.0,93.0,89.0,53.0,78.0,30.0,30.0,30.0,2.0,3.0,8.0,12.0,10.0,13.0,11.0,19.0,7.0,4.0,4.0
0.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,12.0,7.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,7.0,10.0,8.0,16.0,4.0,4.0,24.0,3.0,4.0,3.0,5.0,0.0,4.0,2.0,2.0,10.0,3.0,0.0,8.0,6.0,2.0,0.0,4.0,35.0,39.0,26.0,17.0,2.0,4.0,8.0,18.0,3.0,30.0,81.0,80.0,45.0,24.0,3.0,9.0,15.0,53.0,48.0,98.0,99.0,95.0,62.0,44.0,6.0,3.0,6.0,27.0,26.0,37.0,15.0,38.0,18.0,7.0,1.0,7.0,4.0,55.0,42.0,28.0,38.0,22.0,20.0,23.0,0.0,4.0,2.0,9.0,9.0,5.0,5.0,12.0,1.0,5.0,0.0
0.0,1.0,4.0,32.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,2.0,9.0,51.0,43.0,1.0,8.0,3.0,6.0,9.0,0.0,0.0,20.0,77.0,31.0,131.0,16.0,13.0,93.0,29.0,1.0,1.0,99.0,16.0,6.0,2.0,9.0,22.0,18.0,13.0,28.0,25.0,82.0,4.0,2.0,3.0,72.0,100.0,74.0,10.0,25.0,41.0,139.0,127.0,16.0,55.0,375.0,138.0,98.0,18.0,36.0,32.0,213.0,190.0,330.0,439.0,488.0,322.0,172.0,32.0,16.0,16.0,108.0,137.0,177.0,96.0,169.0,89.0,44.0,8.0,10.0,13.0,172.0,219.0,225.0,217.0,113.0,90.0,102.0,4.0,1.0,12.0,37.0,39.0,53.0,9.0,57.0,8.0,12.0,17.0
1.0,0.0,2.0,18.0,3.0,0.0,3.0,2.0,1.0,0.0,5.0,0.0,4.0,18.0,17.0,0.0,4.0,1.0,1.0,4.0,2.0,0.0,5.0,23.0,11.0,66.0,13.0,12.0,25.0,20.0,2.0,1.0,48.0,27.0,9.0,1.0,4.0,9.0,7.0,8.0,10.0,11.0,65.0,15.0,0.0,0.0,3.0,23.0,32.0,9.0,10.0,9.0,54.0,174.0,15.0,29.0,84.0,70.0,54.0,8.0,15.0,10.0,75.0,75.0,150.0,226.0,166.0,143.0,55.0,17.0,9.0,4.0,19.0,44.0,65.0,54.0,63.0,41.0,15.0,4.0,8.0,2.0,71.0,55.0,49.0,74.0,32.0,44.0,45.0,3.0,0.0,6.0,10.0,17.0,11.0,6.0,21.0,6.0,3.0,1.0
2.0,1.0,2.0,19.0,9.0,1.0,5.0,3.0,3.0,2.0,9.0,1.0,3.0,29.0,19.0,6.0,10.0,0.0,24.0,26.0,1.0,1.0,10.0,51.0,23.0,67.0,19.0,14.0,138.0,63.0,6.0,3.0,61.0,57.0,46.0,3.0,3.0,8.0,33.0,15.0,11.0,16.0,91.0,32.0,112.0,2.0,8.0,2.0,44.0,19.0,6.0,19.0,82.0,325.0,81.0,93.0,113.0,67.0,44.0,14.0,22.0,15.0,118.0,101.0,293.0,409.0,324.0,235.0,117.0,22.0,10.0,2.0,50.0,67.0,96.0,66.0,123.0,63.0,34.0,7.0,13.0,11.0,160.0,133.0,91.0,151.0,93.0,77.0,68.0,1.0,1.0,2.0,24.0,19.0,23.0,12.0,37.0,14.0,13.0,6.0
0.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,15.0,5.0,1.0,2.0,0.0,3.0,11.0,0.0,1.0,5.0,16.0,9.0,41.0,10.0,9.0,32.0,17.0,0.0,1.0,37.0,20.0,18.0,3.0,5.0,1.0,17.0,13.0,4.0,6.0,25.0,22.0,175.0,54.0,1.0,0.0,1.0,10.0,10.0,12.0,36.0,179.0,72.0,121.0,41.0,3.0,4.0,10.0,5.0,11.0,67.0,44.0,110.0,227.0,174.0,143.0,94.0,17.0,5.0,3.0,23.0,21.0,52.0,40.0,80.0,57.0,32.0,4.0,7.0,3.0,67.0,67.0,48.0,72.0,40.0,78.0,72.0,5.0,0.0,5.0,20.0,14.0,13.0,8.0,21.0,5.0,9.0,3.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,6.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,9.0,3.0,7.0,7.0,0.0,15.0,3.0,1.0,0.0,15.0,5.0,13.0,2.0,3.0,2.0,1.0,4.0,3.0,7.0,12.0,6.0,53.0,23.0,25.0,1.0,0.0,0.0,2.0,2.0,12.0,59.0,28.0,53.0,84.0,11.0,2.0,3.0,8.0,7.0,21.0,38.0,63.0,108.0,92.0,91.0,43.0,18.0,2.0,2.0,7.0,18.0,23.0,20.0,27.0,25.0,19.0,4.0,1.0,5.0,28.0,26.0,22.0,23.0,26.0,20.0,11.0,3.0,0.0,2.0,12.0,3.0,6.0,6.0,13.0,5.0,1.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,9.0,0.0,0.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,4.0,1.0,33.0,8.0,16.0,9.0,1.0,0.0,0.0,2.0,3.0,28.0,12.0,23.0,31.0,28.0,2.0,0.0,3.0,5.0,12.0,3.0,10.0,27.0,32.0,33.0,13.0,3.0,1.0,0.0,4.0,10.0,7.0,7.0,16.0,5.0,6.0,1.0,0.0,1.0,8.0,4.0,5.0,12.0,6.0,14.0,11.0,1.0,0.0,3.0,6.0,0.0,4.0,1.0,9.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,9.0,0.0,9.0,2.0,1.0,6.0,2.0,3.0,0.0,13.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,7.0,8.0,6.0,37.0,20.0,10.0,11.0,6.0,4.0,0.0,0.0,13.0,79.0,18.0,27.0,26.0,15.0,13.0,0.0,1.0,0.0,16.0,20.0,30.0,50.0,35.0,21.0,5.0,4.0,2.0,1.0,13.0,11.0,15.0,13.0,18.0,5.0,1.0,3.0,5.0,1.0,25.0,21.0,26.0,18.0,8.0,7.0,8.0,0.0,0.0,1.0,9.0,1.0,4.0,3.0,7.0,0.0,4.0,2.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,5.0,1.0,13.0,3.0,1.0,2.0,4.0,1.0,0.0,21.0,7.0,11.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,4.0,5.0,63.0,13.0,18.0,15.0,8.0,1.0,0.0,0.0,0.0,38.0,32.0,45.0,56.0,11.0,14.0,1.0,2.0,1.0,11.0,33.0,50.0,77.0,55.0,26.0,15.0,4.0,4.0,0.0,15.0,20.0,20.0,7.0,22.0,9.0,5.0,1.0,5.0,3.0,27.0,29.0,21.0,27.0,7.0,7.0,12.0,0.0,0.0,6.0,7.0,7.0,9.0,2.0,7.0,0.0,3.0,5.0
1.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,5.0,15.0,10.0,2.0,3.0,0.0,5.0,4.0,1.0,2.0,6.0,25.0,1.0,33.0,4.0,4.0,17.0,12.0,7.0,2.0,56.0,23.0,12.0,3.0,12.0,11.0,3.0,1.0,16.0,3.0,8.0,8.0,222.0,61.0,54.0,33.0,23.0,11.0,9.0,2.0,5.0,37.0,27.0,144.0,180.0,34.0,33.0,9.0,13.0,3.0,19.0,49.0,164.0,185.0,158.0,115.0,53.0,8.0,16.0,7.0,59.0,62.0,67.0,34.0,47.0,28.0,18.0,0.0,9.0,11.0,96.0,104.0,65.0,69.0,39.0,34.0,26.0,1.0,0.0,7.0,16.0,17.0,20.0,10.0,33.0,4.0,5.0,6.0
1.0,0.0,4.0,24.0,12.0,7.0,4.0,1.0,1.0,1.0,10.0,0.0,4.0,47.0,46.0,5.0,4.0,2.0,11.0,15.0,2.0,1.0,11.0,54.0,24.0,57.0,13.0,11.0,63.0,38.0,9.0,4.0,125.0,55.0,34.0,5.0,10.0,41.0,23.0,11.0,28.0,27.0,30.0,10.0,182.0,144.0,146.0,88.0,99.0,25.0,37.0,15.0,7.0,12.0,1.0,358.0,779.0,151.0,119.0,19.0,60.0,32.0,47.0,15.0,169.0,770.0,613.0,342.0,145.0,44.0,29.0,10.0,139.0,159.0,241.0,119.0,163.0,103.0,43.0,10.0,24.0,19.0,246.0,225.0,236.0,218.0,137.0,83.0,106.0,15.0,4.0,11.0,53.0,65.0,63.0,9.0,67.0,31.0,23.0,10.0
0.0,1.0,1.0,24.0,2.0,2.0,2.0,0.0,1.0,1.0,6.0,0.0,11.0,33.0,17.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,5.0,35.0,15.0,65.0,8.0,8.0,17.0,6.0,2.0,2.0,54.0,26.0,33.0,9.0,8.0,8.0,11.0,6.0,18.0,14.0,40.0,28.0,7.0,20.0,69.0,37.0,43.0,8.0,25.0,14.0,46.0,8.0,3.0,1.0,85.0,87.0,55.0,8.0,21.0,20.0,123.0,57.0,34.0,76.0,245.0,174.0,69.0,11.0,10.0,6.0,82.0,90.0,109.0,63.0,97.0,57.0,20.0,2.0,11.0,9.0,164.0,139.0,121.0,182.0,53.0,51.0,40.0,4.0,0.0,9.0,25.0,15.0,29.0,8.0,30.0,7.0,15.0,8.0
0.0,0.0,0.0,13.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,8.0,12.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,4.0,20.0,8.0,77.0,12.0,3.0,29.0,10.0,7.0,2.0,51.0,37.0,15.0,16.0,6.0,14.0,2.0,2.0,4.0,9.0,59.0,35.0,25.0,16.0,30.0,51.0,63.0,7.0,6.0,9.0,70.0,260.0,0.0,0.0,5.0,56.0,59.0,4.0,12.0,23.0,121.0,199.0,64.0,26.0,65.0,245.0,65.0,20.0,8.0,1.0,56.0,63.0,126.0,70.0,102.0,36.0,23.0,5.0,16.0,14.0,431.0,208.0,109.0,316.0,49.0,57.0,81.0,9.0,2.0,1.0,12.0,6.0,21.0,10.0,20.0,8.0,14.0,6.0
1.0,0.0,3.0,28.0,9.0,1.0,3.0,1.0,1.0,2.0,12.0,0.0,5.0,32.0,21.0,3.0,10.0,2.0,11.0,9.0,4.0,2.0,11.0,50.0,22.0,80.0,5.0,18.0,55.0,43.0,3.0,2.0,82.0,47.0,27.0,10.0,20.0,29.0,20.0,14.0,14.0,14.0,79.0,50.0,333.0,67.0,50.0,25.0,104.0,21.0,20.0,15.0,143.0,743.0,83.0,5.0,9.0,4.0,58.0,22.0,43.0,50.0,201.0,195.0,294.0,155.0,60.0,41.0,123.0,42.0,22.0,9.0,91.0,97.0,216.0,119.0,174.0,96.0,44.0,11.0,14.0,7.0,316.0,200.0,198.0,308.0,137.0,114.0,111.0,6.0,2.0,8.0,30.0,45.0,65.0,13.0,60.0,14.0,21.0,13.0
0.0,2.0,1.0,17.0,7.0,2.0,4.0,0.0,1.0,0.0,5.0,0.0,1.0,16.0,8.0,2.0,2.0,0.0,7.0,7.0,0.0,1.0,5.0,28.0,6.0,26.0,4.0,2.0,28.0,21.0,2.0,1.0,38.0,15.0,20.0,8.0,8.0,10.0,15.0,7.0,6.0,4.0,35.0,24.0,206.0,63.0,31.0,2.0,10.0,27.0,9.0,5.0,50.0,248.0,75.0,97.0,3.0,3.0,0.0,22.0,14.0,12.0,66.0,72.0,170.0,258.0,86.0,12.0,32.0,32.0,4.0,6.0,41.0,59.0,80.0,35.0,83.0,86.0,69.0,8.0,9.0,5.0,75.0,103.0,60.0,96.0,83.0,109.0,106.0,6.0,1.0,3.0,15.0,23.0,28.0,5.0,50.0,18.0,10.0,6.0
0.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,7.0,6.0,0.0,3.0,0.0,7.0,5.0,2.0,0.0,1.0,10.0,4.0,9.0,1.0,4.0,10.0,4.0,0.0,0.0,13.0,10.0,10.0,7.0,2.0,4.0,3.0,3.0,4.0,5.0,12.0,14.0,123.0,26.0,30.0,4.0,1.0,4.0,4.0,9.0,18.0,124.0,45.0,81.0,50.0,0.0,0.0,0.0,11.0,8.0,47.0,47.0,81.0,104.0,116.0,25.0,3.0,2.0,2.0,3.0,19.0,28.0,30.0,25.0,66.0,29.0,17.0,8.0,6.0,4.0,35.0,43.0,27.0,34.0,36.0,48.0,49.0,6.0,1.0,0.0,5.0,7.0,8.0,1.0,23.0,6.0,12.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,6.0,0.0,0.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0,23.0,10.0,8.0,13.0,0.0,0.0,0.0,1.0,7.0,22.0,5.0,23.0,24.0,13.0,0.0,0.0,1.0,1.0,11.0,8.0,14.0,21.0,38.0,22.0,3.0,1.0,0.0,0.0,7.0,3.0,16.0,2.0,6.0,4.0,8.0,3.0,1.0,0.0,5.0,12.0,4.0,10.0,7.0,9.0,15.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,3.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,11.0,0.0,2.0,1.0,1.0,2.0,10.0,1.0,5.0,3.0,8.0,6.0,75.0,18.0,13.0,11.0,18.0,10.0,0.0,3.0,22.0,76.0,20.0,59.0,65.0,20.0,12.0,3.0,0.0,1.0,30.0,41.0,65.0,78.0,60.0,44.0,17.0,0.0,2.0,0.0,19.0,28.0,27.0,14.0,13.0,8.0,3.0,2.0,4.0,9.0,29.0,40.0,28.0,27.0,8.0,9.0,25.0,1.0,1.0,3.0,10.0,10.0,11.0,3.0,3.0,1.0,0.0,2.0
0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,2.0,8.0,3.0,1.0,3.0,2.0,1.0,1.0,12.0,4.0,8.0,1.0,2.0,3.0,3.0,1.0,4.0,0.0,13.0,8.0,65.0,28.0,6.0,14.0,10.0,8.0,1.0,0.0,7.0,52.0,28.0,51.0,70.0,20.0,9.0,1.0,0.0,3.0,6.0,26.0,79.0,89.0,56.0,40.0,15.0,3.0,3.0,0.0,9.0,23.0,27.0,11.0,24.0,9.0,3.0,0.0,3.0,5.0,35.0,47.0,39.0,41.0,13.0,13.0,17.0,1.0,1.0,3.0,12.0,2.0,3.0,2.0,7.0,0.0,2.0,1.0
1.0,0.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,16.0,7.0,2.0,3.0,1.0,4.0,3.0,5.0,1.0,6.0,32.0,13.0,44.0,8.0,7.0,15.0,11.0,5.0,6.0,54.0,20.0,25.0,7.0,8.0,16.0,10.0,5.0,32.0,22.0,48.0,37.0,356.0,91.0,95.0,50.0,39.0,14.0,32.0,20.0,18.0,97.0,114.0,260.0,357.0,82.0,62.0,8.0,76.0,2.0,10.0,23.0,248.0,508.0,339.0,203.0,76.0,19.0,30.0,15.0,46.0,54.0,133.0,73.0,100.0,72.0,26.0,5.0,39.0,24.0,208.0,184.0,199.0,122.0,82.0,58.0,58.0,4.0,6.0,17.0,43.0,36.0,29.0,5.0,36.0,7.0,18.0,8.0
1.0,0.0,1.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,13.0,4.0,2.0,0.0,1.0,4.0,1.0,4.0,0.0,9.0,12.0,10.0,24.0,6.0,5.0,8.0,6.0,2.0,1.0,91.0,16.0,11.0,4.0,4.0,12.0,2.0,2.0,14.0,16.0,64.0,17.0,236.0,76.0,57.0,36.0,34.0,5.0,16.0,26.0,27.0,22.0,39.0,261.0,251.0,65.0,43.0,6.0,44.0,14.0,18.0,6.0,27.0,366.0,343.0,224.0,64.0,19.0,31.0,11.0,24.0,21.0,48.0,58.0,87.0,39.0,28.0,2.0,15.0,19.0,198.0,149.0,129.0,170.0,63.0,45.0,31.0,2.0,0.0,8.0,37.0,34.0,37.0,9.0,16.0,5.0,2.0,3.0
1.0,0.0,2.0,22.0,8.0,6.0,3.0,1.0,0.0,0.0,10.0,0.0,12.0,37.0,37.0,5.0,5.0,3.0,6.0,4.0,6.0,0.0,9.0,63.0,19.0,133.0,13.0,16.0,40.0,21.0,1.0,3.0,92.0,49.0,56.0,5.0,15.0,18.0,7.0,7.0,27.0,30.0,140.0,55.0,586.0,176.0,152.0,119.0,88.0,12.0,35.0,53.0,178.0,296.0,37.0,183.0,538.0,198.0,133.0,13.0,79.0,67.0,245.0,14.0,12.0,24.0,427.0,526.0,167.0,26.0,26.0,14.0,155.0,96.0,47.0,42.0,163.0,89.0,25.0,8.0,27.0,23.0,459.0,348.0,255.0,363.0,128.0,127.0,110.0,9.0,3.0,20.0,73.0,72.0,80.0,20.0,37.0,17.0,28.0,8.0
3.0,0.0,4.0,27.0,9.0,0.0,2.0,3.0,0.0,0.0,5.0,2.0,7.0,43.0,15.0,1.0,1.0,0.0,5.0,8.0,2.0,0.0,11.0,32.0,16.0,71.0,14.0,12.0,36.0,26.0,4.0,1.0,67.0,37.0,22.0,8.0,16.0,25.0,8.0,9.0,15.0,15.0,119.0,53.0,697.0,157.0,165.0,160.0,118.0,22.0,18.0,30.0,158.0,951.0,75.0,52.0,70.0,168.0,105.0,14.0,65.0,39.0,283.0,232.0,20.0,18.0,24.0,183.0,215.0,28.0,7.0,6.0,119.0,193.0,99.0,32.0,67.0,90.0,50.0,3.0,25.0,18.0,549.0,400.0,243.0,627.0,138.0,150.0,152.0,6.0,4.0,9.0,46.0,49.0,74.0,11.0,56.0,15.0,14.0,7.0
0.0,0.0,0.0,25.0,19.0,1.0,0.0,1.0,1.0,0.0,12.0,0.0,5.0,30.0,17.0,1.0,3.0,0.0,7.0,9.0,0.0,0.0,4.0,44.0,17.0,86.0,16.0,15.0,50.0,25.0,1.0,4.0,83.0,37.0,38.0,11.0,17.0,40.0,17.0,12.0,13.0,13.0,87.0,64.0,828.0,153.0,187.0,141.0,130.0,38.0,29.0,23.0,137.0,932.0,225.0,126.0,30.0,72.0,175.0,29.0,66.0,51.0,262.0,325.0,369.0,42.0,50.0,30.0,218.0,59.0,26.0,8.0,149.0,184.0,259.0,66.0,68.0,37.0,80.0,18.0,21.0,22.0,378.0,337.0,250.0,425.0,187.0,201.0,227.0,7.0,3.0,15.0,61.0,52.0,62.0,28.0,110.0,18.0,36.0,14.0
