wi0,wi1,wi2,wi3,wi4,wi5,wi6,wi7,wi8,wi9,wi10,wi11,wi12,wi13,wi14,wi15,wi16,wi17,wi18,wi19,wi20,wi21,wi22,wi23,wi24,wi25,wi26,wi27,wi28,wi29,wi30,wi31,wi32,wi33,wi34,wi35,wi36,wi37,wi38,wi39,wi40,wi41,wi42,wi43,wi44,wi45,wi46,wi47,wi48,wi49,wi50,wi51,wi52,wi53,wi54,wi55,wi56,wi57,wi58,wi59,wi60,wi61,wi62,wi63,wi64,wi65,wi66,wi67,wi68,wi69,wi70,wi71,wi72,wi73,wi74,wi75,wi76,wi77,wi78,wi79,wi80,wi81,wi82,wi83,wi84,wi85,wi86,wi87,wi88,wi89,wi90,wi91,wi92,wi93,wi94,wi95,wi96,wi97,wi98,wi99,wi100,wi101,wi102,wi103,wi104,wi105,wi106,wi107,wi108,wi109,wi110,wi111,wi112,wi113,wi114,wi115,wi116,wi117,wi118,wi119,wi120
0.0,0.0,0.0,5.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,4.0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,4.0,10.0,4.0,5.0,0.0,1.0,1.0,2.0,3.0,6.0,29.0,4.0,33.0,8.0,12.0,8.0,10.0,1.0,0.0,4.0,9.0,5.0,10.0,28.0,26.0,14.0,6.0,6.0,4.0,0.0,1.0,0.0,8.0,13.0,11.0,5.0,10.0,7.0,3.0,1.0,1.0,0.0,4.0,9.0,4.0,3.0,8.0,2.0,4.0,3.0,0.0,3.0,0.0,3.0,4.0,5.0,7.0,6.0,1.0,8.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,2.0,1.0,0.0,1.0,11.0,0.0,17.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,4.0,29.0,5.0,624.0,6.0,13.0,6.0,7.0,1.0,2.0,1.0,10.0,14.0,7.0,47.0,32.0,16.0,8.0,13.0,4.0,1.0,2.0,3.0,14.0,12.0,17.0,11.0,12.0,4.0,1.0,2.0,1.0,2.0,3.0,10.0,10.0,6.0,10.0,3.0,4.0,2.0,0.0,2.0,1.0,2.0,4.0,7.0,10.0,10.0,4.0,9.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,6.0,4.0,5.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,20.0,0.0,13.0,6.0,2.0,4.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,14.0,10.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,1.0,9.0,2.0,7.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,9.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,12.0,7.0,7.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,14.0,4.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,2.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,15.0,18.0,9.0,6.0,2.0,2.0,1.0,2.0,3.0,78.0,8.0,72.0,15.0,17.0,12.0,10.0,4.0,1.0,0.0,5.0,6.0,4.0,72.0,69.0,25.0,21.0,12.0,3.0,4.0,2.0,4.0,12.0,7.0,21.0,16.0,33.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,20.0,8.0,6.0,9.0,5.0,16.0,0.0,2.0,0.0,12.0,9.0,5.0,15.0,5.0,1.0,7.0,2.0,0.0,1.0,1.0,2.0,6.0,5.0,1.0,2.0,1.0,4.0,1.0,0.0
0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,6.0,3.0,2.0,0.0,1.0,1.0,5.0,4.0,1.0,5.0,11.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,75.0,3.0,68.0,11.0,5.0,16.0,5.0,3.0,0.0,1.0,9.0,5.0,12.0,61.0,65.0,11.0,10.0,13.0,5.0,1.0,1.0,3.0,5.0,10.0,9.0,13.0,14.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,4.0,7.0,3.0,7.0,3.0,0.0,3.0,1.0,3.0,5.0,1.0,7.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,10.0,2.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,2.0,7.0,4.0,2.0,3.0,7.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,23.0,10.0,4.0,1.0,1.0,0.0,2.0,8.0,9.0,85.0,13.0,66.0,13.0,8.0,18.0,7.0,0.0,6.0,4.0,16.0,18.0,16.0,82.0,76.0,22.0,22.0,18.0,2.0,1.0,3.0,10.0,19.0,22.0,38.0,19.0,22.0,11.0,4.0,2.0,1.0,1.0,1.0,16.0,15.0,8.0,14.0,4.0,8.0,5.0,0.0,1.0,1.0,6.0,22.0,10.0,15.0,6.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,10.0,1.0,1.0,0.0,0.0,3.0,9.0,6.0,41.0,5.0,52.0,11.0,8.0,10.0,8.0,1.0,5.0,2.0,12.0,12.0,16.0,41.0,44.0,16.0,8.0,7.0,0.0,2.0,1.0,6.0,17.0,9.0,14.0,15.0,20.0,6.0,1.0,0.0,1.0,0.0,7.0,17.0,8.0,7.0,10.0,4.0,4.0,1.0,0.0,2.0,0.0,9.0,12.0,7.0,3.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
0.0,0.0,1.0,5.0,10.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,13.0,6.0,1.0,1.0,0.0,1.0,2.0,2.0,43.0,6.0,19.0,10.0,9.0,8.0,9.0,0.0,0.0,7.0,9.0,13.0,11.0,53.0,43.0,12.0,8.0,6.0,6.0,2.0,1.0,1.0,11.0,12.0,12.0,9.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,8.0,13.0,4.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,2.0,7.0,3.0,4.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,16.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,9.0,1.0,3.0,1.0,1.0,0.0,9.0,6.0,0.0,2.0,2.0,7.0,3.0,0.0,0.0,1.0,3.0,9.0,56.0,10.0,34.0,9.0,17.0,9.0,8.0,1.0,2.0,2.0,5.0,16.0,20.0,64.0,51.0,25.0,15.0,10.0,5.0,2.0,1.0,5.0,21.0,17.0,22.0,16.0,23.0,5.0,2.0,0.0,2.0,0.0,8.0,18.0,9.0,11.0,7.0,9.0,4.0,4.0,1.0,0.0,1.0,4.0,10.0,15.0,9.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0
0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,5.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,12.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,7.0,33.0,6.0,19.0,6.0,10.0,6.0,5.0,0.0,1.0,1.0,5.0,9.0,9.0,30.0,17.0,14.0,11.0,8.0,4.0,0.0,0.0,0.0,7.0,4.0,18.0,9.0,6.0,4.0,2.0,0.0,1.0,0.0,1.0,7.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,7.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0
0.0,0.0,0.0,2.0,8.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,4.0,3.0,1.0,1.0,8.0,7.0,2.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,6.0,5.0,2.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,7.0,57.0,11.0,49.0,14.0,14.0,18.0,9.0,1.0,3.0,3.0,4.0,12.0,8.0,53.0,43.0,31.0,18.0,17.0,6.0,3.0,3.0,2.0,4.0,11.0,18.0,19.0,17.0,4.0,2.0,0.0,0.0,0.0,2.0,8.0,14.0,4.0,6.0,2.0,4.0,7.0,0.0,1.0,0.0,7.0,6.0,15.0,10.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0
0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,14.0,2.0,0.0,1.0,2.0,3.0,8.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,42.0,2.0,34.0,5.0,14.0,9.0,9.0,2.0,1.0,0.0,3.0,5.0,6.0,26.0,40.0,13.0,6.0,6.0,2.0,2.0,0.0,6.0,5.0,7.0,17.0,13.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,7.0,4.0,5.0,5.0,0.0,5.0,1.0,3.0,2.0,6.0,8.0,10.0,2.0,8.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
1.0,0.0,0.0,2.0,8.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,10.0,2.0,1.0,3.0,0.0,0.0,3.0,5.0,0.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,11.0,13.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,45.0,3.0,44.0,5.0,18.0,18.0,11.0,3.0,1.0,2.0,7.0,8.0,9.0,48.0,42.0,17.0,10.0,10.0,6.0,1.0,1.0,3.0,3.0,7.0,10.0,11.0,13.0,10.0,1.0,1.0,0.0,0.0,4.0,11.0,7.0,7.0,6.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,9.0,4.0,5.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,1.0,2.0,0.0,2.0
0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,23.0,1.0,20.0,6.0,15.0,17.0,5.0,2.0,1.0,0.0,7.0,4.0,2.0,21.0,23.0,5.0,9.0,7.0,0.0,0.0,1.0,4.0,0.0,7.0,2.0,9.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,33.0,2.0,15.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,11.0,5.0,3.0,12.0,21.0,5.0,1.0,2.0,0.0,2.0,1.0,8.0,4.0,3.0,8.0,10.0,5.0,0.0,0.0,1.0,0.0,2.0,4.0,12.0,4.0,3.0,7.0,2.0,2.0,1.0,0.0,5.0,1.0,1.0,8.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.0,3.0,7.0,1.0,4.0,2.0,1.0,0.0,4.0,2.0,4.0,1.0,4.0,8.0,14.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,2.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,8.0,6.0,7.0,1.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,6.0,10.0,5.0,7.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,3.0,27.0,30.0,6.0,3.0,1.0,2.0,4.0,5.0,2.0,50.0,20.0,117.0,35.0,40.0,19.0,11.0,6.0,10.0,8.0,24.0,33.0,22.0,97.0,90.0,39.0,19.0,18.0,4.0,7.0,3.0,13.0,32.0,22.0,42.0,40.0,34.0,16.0,1.0,3.0,1.0,0.0,6.0,39.0,21.0,19.0,16.0,4.0,7.0,7.0,1.0,6.0,3.0,17.0,22.0,23.0,23.0,7.0,2.0,10.0,1.0,1.0,0.0,4.0,4.0,5.0,4.0,3.0,5.0,6.0,0.0,0.0,2.0
0.0,0.0,0.0,2.0,15.0,3.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,9.0,11.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,6.0,5.0,26.0,1.0,1.0,9.0,14.0,3.0,3.0,2.0,1.0,0.0,4.0,4.0,6.0,5.0,10.0,6.0,1.0,11.0,1.0,0.0,0.0,0.0,28.0,22.0,10.0,6.0,0.0,1.0,6.0,8.0,2.0,51.0,9.0,97.0,51.0,39.0,33.0,17.0,3.0,11.0,17.0,41.0,30.0,42.0,192.0,173.0,56.0,38.0,35.0,7.0,2.0,9.0,18.0,38.0,57.0,66.0,59.0,55.0,20.0,5.0,3.0,3.0,1.0,13.0,42.0,33.0,22.0,23.0,36.0,27.0,17.0,0.0,11.0,2.0,38.0,46.0,22.0,41.0,6.0,5.0,20.0,8.0,0.0,2.0,2.0,6.0,9.0,4.0,9.0,5.0,9.0,2.0,5.0,2.0
0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,11.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,6.0,12.0,1.0,10.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,11.0,5.0,1.0,0.0,3.0,7.0,11.0,17.0,2.0,19.0,27.0,15.0,25.0,13.0,1.0,6.0,7.0,20.0,22.0,14.0,77.0,80.0,28.0,17.0,7.0,4.0,3.0,4.0,9.0,15.0,27.0,26.0,25.0,28.0,15.0,6.0,0.0,0.0,2.0,5.0,17.0,19.0,13.0,10.0,17.0,7.0,6.0,0.0,2.0,2.0,9.0,13.0,18.0,20.0,5.0,2.0,11.0,1.0,0.0,0.0,2.0,1.0,7.0,4.0,2.0,6.0,4.0,0.0,5.0,0.0
0.0,0.0,0.0,8.0,23.0,1.0,1.0,3.0,2.0,0.0,0.0,5.0,2.0,2.0,10.0,41.0,12.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,10.0,49.0,13.0,143.0,3.0,3.0,7.0,29.0,11.0,1.0,1.0,29.0,2.0,2.0,0.0,2.0,20.0,8.0,12.0,5.0,7.0,3.0,38.0,29.0,0.0,0.0,0.0,12.0,3.0,2.0,0.0,9.0,23.0,60.0,190.0,10.0,9.0,9.0,70.0,63.0,38.0,7.0,20.0,12.0,54.0,44.0,50.0,249.0,236.0,100.0,73.0,71.0,13.0,14.0,8.0,22.0,51.0,93.0,101.0,90.0,100.0,54.0,13.0,4.0,6.0,5.0,10.0,56.0,41.0,44.0,58.0,28.0,19.0,21.0,4.0,5.0,4.0,35.0,40.0,38.0,56.0,23.0,7.0,27.0,9.0,0.0,0.0,4.0,11.0,12.0,12.0,16.0,13.0,1.0,3.0,0.0,2.0
3.0,0.0,0.0,5.0,19.0,0.0,4.0,4.0,2.0,3.0,2.0,8.0,1.0,2.0,5.0,14.0,9.0,9.0,4.0,3.0,10.0,21.0,0.0,0.0,4.0,15.0,7.0,38.0,6.0,7.0,6.0,62.0,32.0,3.0,0.0,19.0,5.0,14.0,14.0,0.0,1.0,14.0,51.0,26.0,1.0,1.0,22.0,39.0,11.0,1.0,0.0,1.0,1.0,0.0,7.0,5.0,15.0,26.0,149.0,24.0,23.0,1.0,9.0,35.0,26.0,6.0,9.0,12.0,30.0,19.0,32.0,162.0,180.0,73.0,49.0,55.0,14.0,4.0,5.0,13.0,17.0,46.0,64.0,64.0,69.0,33.0,3.0,3.0,1.0,1.0,13.0,43.0,36.0,44.0,36.0,19.0,25.0,20.0,0.0,6.0,1.0,23.0,20.0,31.0,37.0,28.0,5.0,37.0,4.0,1.0,0.0,1.0,11.0,10.0,11.0,5.0,11.0,11.0,4.0,3.0,2.0
0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,6.0,3.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,3.0,16.0,6.0,17.0,2.0,1.0,3.0,24.0,9.0,2.0,2.0,9.0,4.0,7.0,6.0,2.0,0.0,0.0,10.0,11.0,0.0,0.0,6.0,11.0,10.0,16.0,2.0,0.0,0.0,5.0,1.0,2.0,8.0,10.0,98.0,22.0,74.0,4.0,2.0,14.0,9.0,4.0,3.0,3.0,12.0,9.0,19.0,122.0,87.0,56.0,35.0,20.0,8.0,3.0,5.0,5.0,14.0,31.0,37.0,42.0,54.0,24.0,16.0,5.0,3.0,2.0,9.0,37.0,23.0,11.0,26.0,13.0,12.0,17.0,2.0,0.0,3.0,17.0,19.0,11.0,22.0,16.0,7.0,15.0,2.0,0.0,0.0,0.0,5.0,2.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,9.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,6.0,1.0,5.0,3.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,5.0,2.0,3.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,32.0,8.0,41.0,14.0,3.0,3.0,1.0,2.0,1.0,3.0,7.0,4.0,12.0,29.0,40.0,21.0,16.0,21.0,11.0,1.0,2.0,3.0,6.0,5.0,8.0,16.0,13.0,12.0,2.0,3.0,0.0,2.0,0.0,11.0,7.0,4.0,7.0,5.0,9.0,4.0,2.0,2.0,0.0,3.0,6.0,5.0,10.0,8.0,0.0,9.0,2.0,1.0,0.0,1.0,1.0,6.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0
