wi0,wi1,wi2,wi3,wi4,wi5,wi6,wi7,wi8,wi9,wi10,wi11,wi12,wi13,wi14,wi15,wi16,wi17,wi18,wi19,wi20,wi21,wi22,wi23,wi24,wi25,wi26,wi27,wi28,wi29,wi30,wi31,wi32,wi33,wi34,wi35,wi36,wi37,wi38,wi39,wi40,wi41,wi42,wi43,wi44,wi45,wi46,wi47,wi48,wi49,wi50,wi51,wi52,wi53,wi54,wi55,wi56,wi57,wi58,wi59,wi60,wi61,wi62,wi63
0.0,3.0,19.0,4.0,2.0,6.0,0.0,4.0,13.0,3.0,16.0,11.0,41.0,4.0,8.0,37.0,6.0,22.0,72.0,30.0,29.0,26.0,33.0,25.0,23.0,25.0,58.0,537.0,157.0,186.0,109.0,25.0,53.0,121.0,712.0,381.0,1132.0,706.0,203.0,77.0,25.0,94.0,351.0,204.0,370.0,548.0,107.0,104.0,21.0,149.0,496.0,32.0,0.0,41.0,218.0,14.0,9.0,54.0,176.0,96.0,39.0,60.0,70.0,27.0
0.0,0.0,22.0,6.0,0.0,0.0,0.0,9.0,5.0,3.0,13.0,8.0,33.0,2.0,3.0,19.0,3.0,13.0,43.0,18.0,11.0,33.0,17.0,15.0,10.0,19.0,47.0,260.0,89.0,136.0,76.0,21.0,16.0,64.0,463.0,147.0,418.0,454.0,220.0,93.0,15.0,57.0,220.0,198.0,213.0,262.0,75.0,128.0,15.0,51.0,340.0,121.0,32.0,0.0,33.0,11.0,4.0,35.0,108.0,75.0,54.0,41.0,46.0,39.0
1.0,4.0,12.0,1.0,0.0,0.0,0.0,3.0,6.0,3.0,12.0,6.0,21.0,1.0,6.0,10.0,2.0,6.0,22.0,15.0,16.0,12.0,21.0,10.0,3.0,12.0,20.0,178.0,51.0,57.0,46.0,17.0,19.0,40.0,274.0,120.0,369.0,306.0,169.0,65.0,10.0,32.0,141.0,155.0,296.0,307.0,48.0,82.0,13.0,35.0,217.0,126.0,153.0,10.0,0.0,0.0,6.0,23.0,68.0,41.0,61.0,36.0,18.0,33.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,7.0,4.0,1.0,0.0,3.0,22.0,5.0,16.0,17.0,11.0,4.0,2.0,0.0,4.0,7.0,11.0,16.0,8.0,6.0,2.0,0.0,7.0,6.0,4.0,8.0,3.0,0.0,0.0,2.0,5.0,1.0,2.0,7.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,9.0,5.0,6.0,2.0,2.0,3.0,3.0,29.0,14.0,20.0,16.0,6.0,2.0,3.0,11.0,19.0,14.0,18.0,14.0,3.0,2.0,4.0,5.0,26.0,18.0,9.0,1.0,10.0,0.0,0.0,1.0,26.0,7.0,0.0,2.0,0.0,2.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,11.0,0.0,4.0,5.0,0.0,3.0,17.0,4.0,6.0,5.0,2.0,7.0,3.0,5.0,13.0,63.0,11.0,26.0,13.0,4.0,7.0,30.0,149.0,37.0,91.0,104.0,29.0,7.0,11.0,28.0,80.0,61.0,75.0,80.0,10.0,18.0,10.0,1.0,134.0,78.0,65.0,38.0,25.0,0.0,1.0,0.0,8.0,27.0,21.0,14.0,12.0,3.0
0.0,3.0,13.0,7.0,0.0,0.0,0.0,1.0,7.0,4.0,11.0,10.0,40.0,1.0,6.0,20.0,0.0,11.0,51.0,18.0,8.0,14.0,15.0,11.0,8.0,8.0,36.0,303.0,65.0,65.0,34.0,10.0,25.0,83.0,459.0,289.0,381.0,299.0,99.0,45.0,36.0,66.0,267.0,245.0,297.0,349.0,57.0,48.0,39.0,41.0,288.0,170.0,200.0,136.0,166.0,2.0,28.0,8.0,0.0,21.0,74.0,76.0,36.0,11.0
0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,7.0,9.0,3.0,2.0,9.0,1.0,9.0,23.0,8.0,8.0,11.0,7.0,4.0,6.0,4.0,9.0,172.0,28.0,34.0,29.0,10.0,20.0,28.0,236.0,92.0,182.0,191.0,54.0,22.0,16.0,45.0,124.0,102.0,135.0,145.0,31.0,24.0,16.0,38.0,104.0,23.0,84.0,68.0,68.0,3.0,8.0,32.0,15.0,0.0,7.0,19.0,21.0,8.0
0.0,0.0,13.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,2.0,13.0,3.0,3.0,11.0,1.0,5.0,20.0,7.0,8.0,12.0,6.0,9.0,3.0,9.0,13.0,125.0,29.0,34.0,16.0,12.0,15.0,21.0,154.0,78.0,180.0,156.0,72.0,20.0,4.0,19.0,80.0,89.0,126.0,192.0,22.0,25.0,4.0,29.0,117.0,42.0,57.0,71.0,78.0,3.0,3.0,34.0,62.0,17.0,0.0,5.0,14.0,8.0
0.0,2.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,16.0,3.0,3.0,9.0,1.0,1.0,17.0,10.0,1.0,6.0,6.0,13.0,5.0,5.0,5.0,94.0,28.0,38.0,19.0,8.0,5.0,21.0,125.0,52.0,141.0,113.0,76.0,25.0,4.0,21.0,51.0,60.0,108.0,187.0,43.0,40.0,4.0,8.0,95.0,60.0,65.0,36.0,39.0,1.0,2.0,27.0,49.0,28.0,1.0,0.0,8.0,9.0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,6.0,0.0,2.0,4.0,1.0,2.0,6.0,2.0,4.0,4.0,1.0,6.0,3.0,1.0,8.0,29.0,14.0,13.0,18.0,3.0,4.0,4.0,69.0,28.0,66.0,77.0,50.0,11.0,3.0,7.0,39.0,21.0,58.0,106.0,16.0,19.0,2.0,5.0,40.0,27.0,35.0,27.0,6.0,0.0,0.0,6.0,28.0,9.0,18.0,4.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,4.0,1.0,2.0,5.0,2.0,4.0,4.0,6.0,2.0,1.0,6.0,5.0,36.0,15.0,15.0,8.0,5.0,2.0,10.0,66.0,24.0,37.0,63.0,20.0,7.0,4.0,11.0,25.0,32.0,21.0,86.0,16.0,14.0,5.0,9.0,24.0,15.0,34.0,39.0,31.0,0.0,0.0,1.0,8.0,6.0,7.0,8.0,2.0,0.0
